order_date_only,Market,Days for shipping (real),Late_delivery_risk,Order Item Product Price,Order Item Discount Rate,Order Item Profit Ratio,Order Profit Per Order,Order Item Quantity,Sales,Order Item Total,customer_segment_consumer_pct,customer_segment_corporate_pct,customer_segment_home_office_pct,category_diversity_index,price_volatility,order_count,day_of_week,day_of_month,month,is_weekend,days_since_start,Market_encoded
2017-06-08,Europe,3.625730994152047,0.5555555555555556,127.98877519,0.09116959110526315,0.1235672509122807,20.05719306845614,376,32805.1605835,173.97450461643274,0.5029239766081871,0.3567251461988304,0.14035087719298245,0.8957969973667111,0.1,171,3,8,6,0,17,0
2017-06-08,LATAM,3.503030303030303,0.6545454545454545,133.80006395188482,0.10751515186060606,0.09678787890303031,13.923757634575756,362,32439.99061625,176.10794190072727,0.40606060606060607,0.3696969696969697,0.22424242424242424,0.9037281910009184,0.1,165,3,8,6,0,17,1
2017-06-08,USCA,3.5939393939393938,0.6666666666666666,140.5633369949091,0.0929090911878788,0.10260605972727271,16.892242327436364,332,32120.98064468,177.29248698824242,0.509090909090909,0.3515151515151515,0.1393939393939394,0.8947658402203857,0.1,165,3,8,6,0,17,2
2017-06-09,Europe,3.7142857142857144,0.5324675324675324,118.78714560512987,0.10370129936363637,0.19227272677922078,28.34642856278571,357,29245.200529089998,169.21292384357142,0.461038961038961,0.35064935064935066,0.18831168831168832,0.8918030021926127,0.1,154,4,9,6,0,18,0
2017-06-09,LATAM,3.8097826086956523,0.46195652173913043,127.1235357089674,0.10755434845108697,0.14711956542391305,20.42472839903804,413,35637.06064047,172.6461430214674,0.44021739130434784,0.33695652173913043,0.22282608695652173,0.9033553875236294,0.1,184,4,9,6,0,18,1
2017-06-09,USCA,3.446236559139785,0.6236559139784946,131.92419688279568,0.10741935556989247,0.16413978536021506,28.693118331274192,415,37910.81073022,181.42747488247312,0.3709677419354839,0.2849462365591398,0.34408602150537637,0.8942652329749105,0.1,186,4,9,6,0,18,2
2017-06-10,Europe,3.8304093567251463,0.5087719298245614,136.58456480391814,0.10502924034502925,0.058304094994152046,13.233684420228071,371,33857.110664499996,178.60842326578947,0.5029239766081871,0.3157894736842105,0.18128654970760233,0.8921719503436956,0.1,171,5,10,6,1,19,0
2017-06-10,LATAM,3.9310344827586206,0.5804597701149425,128.87356637885057,0.10000000053448276,0.1260919535,22.919023251528735,414,35435.65066004,183.3570712632184,0.5574712643678161,0.21264367816091953,0.22988505747126436,0.9069229752939622,0.1,174,5,10,6,1,19,1
2017-06-10,USCA,3.7096774193548385,0.5612903225806452,128.11781001341936,0.09741935520645162,0.17412903204516128,28.536129196516132,324,29439.67068341,171.2100669363226,0.3870967741935484,0.3935483870967742,0.21935483870967742,0.884162330905307,0.1,155,5,10,6,1,19,2
2017-06-11,Europe,3.679558011049724,0.580110497237569,132.8336497602265,0.10342541475690609,0.08475138113259668,12.83900553462431,400,36557.6906765,178.91038866331493,0.430939226519337,0.35359116022099446,0.2154696132596685,0.8921583590244498,0.1,181,6,11,6,1,20,0
2017-06-11,LATAM,3.5628415300546448,0.5409836065573771,122.87967502929509,0.09371584734426229,0.11491803305464482,23.780491775568308,409,34784.93063589,173.07655946579237,0.5081967213114754,0.37158469945355194,0.12021857923497267,0.9040580489115829,0.1,183,6,11,6,1,20,1
2017-06-11,USCA,2.496598639455782,0.5850340136054422,116.6288463077551,0.10693877602721089,0.0866666650340136,19.72414983668027,333,27401.73043084,167.9261925060544,0.3945578231292517,0.30612244897959184,0.29931972789115646,0.8902771993151002,0.1,147,6,11,6,1,20,2
2017-06-12,Europe,3.5517241379310347,0.4827586206896552,134.1895435304023,0.10603448328735632,0.0844827575862069,24.73298833144253,407,37072.47072085,191.20822075,0.3333333333333333,0.39080459770114945,0.27586206896551724,0.8937111903818206,0.1,174,0,12,6,0,21,0
2017-06-12,LATAM,3.4390243902439024,0.573170731707317,136.74445478329267,0.0920121956402439,0.0943292688902439,18.595183060268294,374,35258.16074235,196.2089050071951,0.5426829268292683,0.3048780487804878,0.1524390243902439,0.8932183224271266,0.1,164,0,12,6,0,21,1
2017-06-12,USCA,3.443820224719101,0.6910112359550562,129.85994707966293,0.10662921391573034,0.0687078644494382,12.486797871859551,375,34094.45064763,171.01809148067414,0.4606741573033708,0.39325842696629215,0.14606741573033707,0.879371291503598,0.1,178,0,12,6,0,21,2
2017-06-13,Europe,2.9937888198757765,0.4906832298136646,136.3183885815528,0.08962732961490683,0.11155279395652175,16.275155544136645,351,32080.66058976,181.36403940503106,0.7515527950310559,0.16770186335403728,0.08074534161490683,0.9056749353805794,0.1,161,1,13,6,0,22,0
2017-06-13,LATAM,3.49645390070922,0.5106382978723404,124.12312367283688,0.10475177364539007,0.1258865236382979,13.601489164687942,315,27900.63056007,174.9642568939007,0.6028368794326241,0.24113475177304963,0.15602836879432624,0.8885870932045672,0.1,141,1,13,6,0,22,1
2017-06-13,USCA,3.3977900552486187,0.4530386740331492,143.09287653320993,0.09955801161325967,0.14762430804972376,28.830608143016576,393,37379.820768941,185.69177049900551,0.5027624309392266,0.3370165745856354,0.16022099447513813,0.8902048167027868,0.1,181,1,13,6,0,22,2
2017-06-14,Europe,3.6,0.5935483870967742,140.95561662909677,0.10593548434838711,0.13974193581935485,29.165741970535482,344,31579.41058361,182.8758731227742,0.567741935483871,0.24516129032258063,0.1870967741935484,0.8980645161290323,0.1,155,2,14,6,0,23,0
2017-06-14,LATAM,3.723756906077348,0.5414364640883977,136.5012741126022,0.12530386842541436,0.11502762534806629,17.77259708532044,385,35738.51066053,173.75475326082875,0.569060773480663,0.2596685082872928,0.1712707182320442,0.9003998656939654,0.1,181,2,14,6,0,23,1
2017-06-14,USCA,3.279503105590062,0.6521739130434783,136.65273612236024,0.09192546616770186,0.20111801150310557,36.813043658229816,381,34112.93057629,192.63410109757763,0.4968944099378882,0.30434782608695654,0.19875776397515527,0.8986536013271093,0.1,161,2,14,6,0,23,2
2017-06-15,Europe,3.0773809523809526,0.40476190476190477,131.17976520548214,0.10291666729166667,0.09273809507142856,12.488155160446427,361,32606.69067398,174.86482361392856,0.4880952380952381,0.35714285714285715,0.15476190476190477,0.890235260770975,0.1,168,3,15,6,0,24,0
2017-06-15,LATAM,3.703488372093023,0.5988372093023255,130.1226780289593,0.0976162793255814,0.0981976752616279,17.996395877267442,363,32501.29078159,170.0134325059884,0.4883720930232558,0.28488372093023256,0.22674418604651161,0.8875067604110329,0.1,172,3,15,6,0,24,1
2017-06-15,USCA,3.1314285714285712,0.49714285714285716,132.23474635932,0.09920000043999999,0.14708571374285714,33.578914330697145,381,34196.33066249,175.6363442681143,0.6914285714285714,0.17714285714285713,0.13142857142857142,0.8971102040816327,0.1,175,3,15,6,0,24,2
2017-06-16,Europe,3.3439153439153437,0.4708994708994709,152.1046071779894,0.10666666737037037,0.07719576822222222,16.138836067068784,377,39761.11084055,187.25555831550264,0.5079365079365079,0.35978835978835977,0.13227513227513227,0.8823941099073375,0.1,189,4,16,6,0,25,0
2017-06-16,LATAM,3.6032608695652173,0.625,127.85201382951087,0.09967391353804347,0.12847826007608695,23.830380437972824,439,38546.29062338,189.0382080710326,0.5054347826086957,0.358695652173913,0.1358695652173913,0.8893549149338374,0.1,184,4,16,6,0,25,1
2017-06-16,USCA,3.585526315789474,0.5328947368421053,121.96177943467764,0.10789473746052632,0.1819078939605263,31.489803070453945,348,28765.080532,167.75177791013158,0.4407894736842105,0.27631578947368424,0.28289473684210525,0.903393351800554,0.1,152,4,16,6,0,25,2
2017-06-17,Europe,3.505952380952381,0.5119047619047619,133.85768181160716,0.09369047636309524,0.1303571424642857,26.68982130225,376,33478.0906449,180.38006217357142,0.47619047619047616,0.31547619047619047,0.20833333333333334,0.8958333333333333,0.1,168,5,17,6,1,26,0
2017-06-17,LATAM,3.939189189189189,0.5945945945945946,133.65061141716217,0.10527027080405404,0.08648648602702702,10.72547287685811,336,29916.44060536,181.46743416033783,0.5,0.28378378378378377,0.21621621621621623,0.8951789627465303,0.1,148,5,17,6,1,26,1
2017-06-17,USCA,3.3488372093023258,0.5290697674418605,142.11570130244186,0.0975000004883721,0.13104651064534883,25.280058092389535,333,33784.09070825,176.58453729372093,0.46511627906976744,0.3372093023255814,0.19767441860465115,0.8967009194159005,0.1,172,5,17,6,1,26,2
2017-06-18,Europe,3.484848484848485,0.6303030303030303,141.13333674721213,0.106363637,0.10878787926060605,18.51133306270909,357,34897.97064813,188.57575918442424,0.49696969696969695,0.2787878787878788,0.22424242424242424,0.8966758494031222,0.1,165,6,18,6,1,27,0
2017-06-18,LATAM,3.547169811320755,0.4968553459119497,132.29692142767294,0.09308176139622641,0.16163522003773584,28.90773593291824,346,32193.47063858,183.23239181415093,0.6792452830188679,0.2138364779874214,0.1069182389937107,0.8970373007396859,0.1,159,6,18,6,1,27,1
2017-06-18,USCA,3.7181208053691277,0.6174496644295302,139.21644642597315,0.09986577208053692,0.0654362420738255,16.47671123257047,357,31512.37055598,191.13678113228187,0.4966442953020134,0.28187919463087246,0.2214765100671141,0.8932930949056349,0.1,149,6,18,6,1,27,2
2017-06-19,Europe,3.4375,0.6,113.03269036125,0.097937500425,0.13400000033749998,18.9786253152875,368,29411.13056177,165.7926890379375,0.70625,0.1875,0.10625,0.8867968749999999,0.1,160,0,19,6,0,28,0
2017-06-19,LATAM,3.538922155688623,0.49101796407185627,128.48569171353293,0.09970059924550899,0.13622754543712576,26.69173669692216,379,33487.08066779,180.52299603958085,0.5089820359281437,0.32934131736526945,0.16167664670658682,0.8970561870271433,0.1,167,0,19,6,0,28,1
2017-06-19,USCA,3.515527950310559,0.4782608695652174,140.29254993074534,0.10838509391304348,0.11925465835403726,21.75577642047205,338,32956.4406131,183.52677218664599,0.6086956521739131,0.18633540372670807,0.20496894409937888,0.9022028471123799,0.1,161,0,19,6,0,28,2
2017-06-20,Europe,3.5303867403314917,0.5082872928176796,139.14232413563536,0.10287292862983426,0.16486187816574585,29.111546815121546,402,37251.34073696,184.6312171583425,0.6077348066298343,0.2596685082872928,0.13259668508287292,0.893745612160801,0.1,181,1,20,6,0,29,0
2017-06-20,LATAM,3.6804733727810652,0.3905325443786982,133.81077265698224,0.10491124301775147,0.1523668634142012,25.733491272917163,391,34408.88066909,181.79710292952663,0.5680473372781065,0.28994082840236685,0.14201183431952663,0.9040299709393929,0.1,169,1,20,6,0,29,1
2017-06-20,USCA,3.2711864406779663,0.6045197740112994,126.72887329418077,0.09932203431638419,0.11367231636158193,21.54728791441243,411,35649.84076174,180.522431209887,0.480225988700565,0.4067796610169492,0.11299435028248588,0.8980178109738581,0.1,177,1,20,6,0,29,2
2017-06-21,Europe,3.5497630331753554,0.5213270142180095,140.4097667483033,0.09587677764454976,0.1232701415971564,21.375497393293838,440,41861.070890741,179.09417277953554,0.5639810426540285,0.2037914691943128,0.23222748815165878,0.9026751420677882,0.1,176,2,21,6,0,30,0
2017-06-21,LATAM,3.4468085106382977,0.6542553191489362,127.51447099627659,0.10356383032978723,0.17037234097872342,27.56808511055851,419,36184.37063477,172.5925015200532,0.5159574468085106,0.30851063829787234,0.17553191489361702,0.8917496604798552,0.1,188,2,21,6,0,30,1
2017-06-21,USCA,3.3164556962025316,0.5253164556962026,147.74715579753166,0.08879746865822785,0.1337974660126582,27.903164309113926,312,31090.62067842,178.70234402556963,0.5126582278481012,0.34177215189873417,0.14556962025316456,0.8865566415638519,0.1,158,2,21,6,0,30,2
2017-06-22,Europe,3.36144578313253,0.5602409638554217,123.65717162024096,0.0989759041927711,0.1099397590120482,23.17006037104217,398,33470.82056814,182.56186908186746,0.5421686746987951,0.3614457831325301,0.0963855421686747,0.8986790535636522,0.1,166,3,22,6,0,31,0
2017-06-22,LATAM,3.0567375886524824,0.5602836879432624,131.413762116461,0.09992907870212767,0.038510639751773046,-4.058794530297873,298,27545.650554981,175.73652700575178,0.5460992907801419,0.3262411347517731,0.1276595744680851,0.9063930385795483,0.1,141,3,22,6,0,31,1
2017-06-22,USCA,3.5520833333333335,0.4635416666666667,141.00370146234374,0.10005208397395833,0.1046354175,15.948749969583334,425,40865.27080954,192.44198134656247,0.4583333333333333,0.22916666666666666,0.3125,0.8889973958333334,0.1,192,3,22,6,0,31,2
2017-06-23,Europe,3.7621621621621624,0.4594594594594595,128.2913005142703,0.10356756814054055,0.11210810902162162,18.45967578395135,402,35616.90072306,172.4148669370811,0.4702702702702703,0.32972972972972975,0.2,0.8817531044558071,0.1,185,4,23,6,0,32,0
2017-06-23,LATAM,3.82183908045977,0.47126436781609193,131.11437123776437,0.10689655222988506,0.1801724129770115,33.829367936735636,381,33187.67060539,170.7565539578161,0.3218390804597701,0.39655172413793105,0.28160919540229884,0.9073193288413265,0.1,174,4,23,6,0,32,1
2017-06-23,USCA,3.757575757575758,0.5515151515151515,131.04297298448486,0.10872727307878788,0.10690909046666666,16.092302799145454,375,33114.04062165,179.68727507339395,0.5212121212121212,0.28484848484848485,0.19393939393939394,0.8976308539944904,0.1,165,4,23,6,0,32,2
2017-06-24,Europe,3.747191011235955,0.5786516853932584,131.4262954233708,0.10674157350561797,0.14567415821910112,24.953764041078653,422,37560.45075642,187.788597597191,0.30337078651685395,0.48314606741573035,0.21348314606741572,0.899128897866431,0.1,178,5,24,6,1,33,0
2017-06-24,LATAM,3.383720930232558,0.5174418604651163,114.78581672790698,0.10005813983139536,0.16238372087790698,29.055988419680236,421,32983.79060957,173.12238561343023,0.5988372093023255,0.2558139534883721,0.14534883720930233,0.9076527852893456,0.1,172,5,24,6,1,33,1
2017-06-24,USCA,3.798816568047337,0.5798816568047337,129.91751812284022,0.11035503044970414,0.041479289307692305,6.391360323301776,371,32805.1406522,171.82710272319525,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.8942263926333112,0.1,169,5,24,6,1,33,2
2017-06-25,Europe,3.6129032258064515,0.7032258064516129,141.04000341735482,0.09400000042580646,0.10735483921290323,18.94529024068387,336,31927.430630079998,185.59051860729033,0.49032258064516127,0.2967741935483871,0.2129032258064516,0.8938189386056191,0.1,155,6,25,6,1,34,0
